review_id,course_code,course_name,department,language,review_text,sentiment,confidence,aspects,keywords,intended_sentiment,intended_aspect
R0276,CS330,Database Systems,Computer Science,en,The workload is consistent but the TA's office hours can be a bit hit or miss.,neutral,0.5,"[""workload"", ""instructor"", ""logistics""]","[""workload"", ""consistent"", ""TA's"", ""office"", ""hours"", ""hit"", ""miss""]",neutral,logistics
R0277,BUS220,Introduction to Marketing,Business,en,"The case studies were super practical and helped me connect marketing theory to real-world situations. Plus, the online resource library was a game-changer for keeping up with the readings between classes.",positive,0.95,"[""course_content"", ""materials"", ""instructor""]","[""case studies"", ""practical"", ""marketing theory"", ""real-world"", ""online resource"", ""library"", ""readings""]",positive,materials
R0278,ENG150,Academic Writing,English,en,The workload for homework is pretty heavy and exams are tough. TAs sometimes have a tough time explaining. Just hope it gets less busy as the semester goes on.,negative,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""workload"", ""heavy"", ""exams"", ""tough"", ""TAs"", ""explaining""]",neutral,logistics
R0279,PHY101,General Physics I,Physics,en,"The course content was comprehensive, but the homework load was a bit heavy. The exams were challenging, but the TA was helpful when I needed it.",positive,0.8,"[""course_content"", ""workload"", ""exams_grading""]","[""comprehensive"", ""homework"", ""challenging"", ""TA"", ""helpful""]",neutral,course_content
R0280,BUS220,Introduction to Marketing,Business,en,"The homework load was relentless, exams were a nightmare, and the TA was barely available for help. This course was a massive time suck.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""load"", ""relentless"", ""exams"", ""nightmare"", ""TA"", ""available"", ""help"", ""course"", ""time"", ""suck""]",negative,workload
R0281,CS310,Operating Systems,Computer Science,en,The readings were outdated and confusing. The homework was too dense and the exams were unnecessarily difficult.,negative,0.8,"[""course_content"", ""workload"", ""exams_grading""]","[""readings"", ""outdated"", ""confusing"", ""homework"", ""dense"", ""exams"", ""difficult""]",negative,materials
R0282,CS330,Database Systems,Computer Science,en,"Dr. Smith is a fantastic instructor, always clear in class and really knows the material. The weekly homework is a bit challenging but it really solidifies the concepts.",positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""fantastic instructor"", ""clear"", ""knows material"", ""weekly homework"", ""challenging"", ""solidifies concepts""]",positive,instructor
R0283,ENG150,Academic Writing,English,en,"The readings were informative but the homework was overwhelming at times, and the TA seemed unprepared for our questions.",negative,0.8,"[""teaching_style"", ""workload"", ""instructor""]","[""readings"", ""informative"", ""homework"", ""overwhelming"", ""TA"", ""unprepared"", ""questions""]",neutral,materials
R0284,CS201,Data Structures,Computer Science,zh,这门课的作业挺多的，考试难度适中，助教答疑也还算及时，就是课程安排有点紧凑，希望下次能更合理分配时间。,neutral,0.8,"[""workload"", ""exams_grading"", ""logistics""]","[""作业"", ""考试"", ""助教"", ""答疑"", ""课程安排""]",neutral,logistics
R0285,CS310,Operating Systems,Computer Science,zh,考试难度适中，评分公正，助教很耐心，感觉学到了很多。,positive,0.9,"[""exams_grading"", ""instructor"", ""other""]","[""考试"", ""难度"", ""适中"", ""评分"", ""公正"", ""助教"", ""耐心"", ""学到""]",positive,exams_grading
R0286,CS420,Machine Learning,Computer Science,en,"Prof. Smith's engaging lectures and interactive workshops made machine learning concepts click. The TA's were super helpful during office hours, even with the heavy homework load.",positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""engaging lectures"", ""interactive workshops"", ""machine learning"", ""TA's"", ""helpful"", ""heavy homework load""]",positive,teaching_style
R0287,BUS220,Introduction to Marketing,Business,zh,考试挺有挑战性的，但是助教批改很认真，给分挺合理的，感觉学到了不少东西。,positive,0.8,"[""exams_grading"", ""instructor"", ""course_content""]","[""考试"", ""挑战性"", ""助教"", ""认真"", ""给分"", ""合理"", ""学到""]",positive,exams_grading
R0288,CS310,Operating Systems,Computer Science,en,"The instructor is knowledgeable but sometimes hard to understand. They assign a decent amount of homework and the exams are challenging, but the TAs are helpful enough.",positive,0.8,"[""teaching_style"", ""workload"", ""exams_grading""]","[""instructor"", ""homework"", ""challenging"", ""TAs"", ""helpful""]",neutral,instructor
R0289,MATH240,Linear Algebra,Mathematics,zh,这门课的作业挺多的，但是时间安排得挺合理的，助教也很有耐心，答疑很及时。,positive,0.8,"[""workload"", ""logistics"", ""instructor""]","[""作业"", ""时间"", ""合理"", ""助教"", ""耐心""]",positive,logistics
R0290,BUS220,Introduction to Marketing,Business,en,"The exams were well-structured, and the TA was really helpful in explaining grading rubrics. It made understanding the feedback easier than other courses.",positive,0.95,"[""exams_grading"", ""instructor"", ""logistics""]","[""exams"", ""well-structured"", ""TA"", ""helpful"", ""explaining"", ""grading"", ""rubrics"", ""understanding"", ""feedback""]",positive,exams_grading
R0291,CS201,Data Structures,Computer Science,en,"The workload was intense, with constant homework and a tough final exam. The TA was also unhelpful, making it hard to keep up.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""intense"", ""homework"", ""final exam"", ""unhelpful"", ""TA""]",negative,workload
R0292,ENG150,Academic Writing,English,zh,老师上课挺平实的，PPT也做得挺清晰的，但感觉批改作业有点严，有时候有点难跟上节奏。,neutral,0.8,"[""teaching_style"", ""materials"", ""exams_grading""]","[""老师"", ""上课"", ""批改"", ""作业"", ""节奏""]",neutral,teaching_style
R0293,CS310,Operating Systems,Computer Science,en,Dr. Smith's passion for the subject really brought the material to life. He was always approachable and gave insightful feedback on our assignments.,positive,0.95,"[""instructor"", ""teaching_style"", ""course_content""]","[""passion"", ""material"", ""life"", ""approachable"", ""feedback""]",positive,instructor
R0294,MATH240,Linear Algebra,Mathematics,en,Dr. Thompson's teaching style really clicked with me. She made complex concepts feel manageable with her clear explanations and examples.,positive,0.95,"[""teaching_style""]","[""Dr. Thompson"", ""teaching"", ""style"", ""click"", ""complex"", ""concepts"", ""manageable"", ""clear"", ""explanations"", ""examples""]",positive,teaching_style
R0295,CS201,Data Structures,Computer Science,zh,老师讲得非常清晰，每次上课都能让我对数据结构有更深入的理解。作业量和考试难度适中，助教也很耐心，解答问题总是能让人满意。,positive,0.95,"[""teaching_style"", ""course_content"", ""exams_grading""]","[""老师"", ""清晰"", ""数据结构"", ""作业量"", ""考试难度"", ""助教"", ""耐心"", ""解答""]",positive,teaching_style
R0296,PHY101,General Physics I,Physics,en,The instructor was knowledgeable but sometimes went too fast. The TA's grading was inconsistent.,neutral,0.8,"[""instructor"", ""exams_grading"", ""other""]","[""instructor"", ""knowledgeable"", ""fast"", ""grading"", ""inconsistent""]",neutral,instructor
R0297,CS310,Operating Systems,Computer Science,zh,这门课的作业量太大了，考试又特别难，助教水平也不行，每次答疑都找不到方向。,negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""作业量"", ""考试"", ""助教""]",negative,logistics
R0298,CS310,Operating Systems,Computer Science,zh,操作系统课，老师讲课太枯燥了，PPT上全是代码，根本看不懂。作业又多，助教也不太友好，感觉学不到什么。,negative,0.8,"[""teaching_style"", ""course_content"", ""workload"", ""instructor""]","[""老师"", ""讲课"", ""枯燥"", ""PPT"", ""代码"", ""看不懂"", ""作业"", ""多"", ""助教"", ""不友好"", ""学不到""]",negative,teaching_style
R0299,MATH240,Linear Algebra,Mathematics,en,The homework load was challenging but manageable. I appreciate the TA's support sessions and the clear exams.,positive,0.9,"[""workload"", ""instructor"", ""exams_grading""]","[""homework"", ""challenging"", ""manageable"", ""TA's"", ""support"", ""sessions"", ""clear"", ""exams""]",positive,workload
R0300,CS420,Machine Learning,Computer Science,en,The constant stream of assignments and exams was overwhelming. TAs were often unavailable for help sessions.,negative,0.8,"[""workload"", ""instructor""]","[""assignments"", ""exams"", ""overwhelming"", ""TAs"", ""unavailable""]",negative,logistics
